bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,openHouse,open_house_info,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,unit,videoCount,zestimate,zipcode,zpid
3.0,4.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0ff16c10150d59120a4dbc1244d90de9-p_e.jpg,False,True,False,False,False,False,False,33.358456,{'is_FSBA': True},1948.0,-112.09485,sqft,6180.0,,,475000.0,,475000.0,,,False,AZ,1629 W Buist Ave,387000.0,180707000,,,473900,85041,444413573
2.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8f040b7c0ccc291ae42c171a4ef8e74a-p_e.jpg,False,True,False,False,False,False,False,33.63748,{'is_FSBA': True},1988.0,-112.1383,sqft,10811.0,,,474000.0,,474000.0,,,False,AZ,3632 W Kelton Ln,384500.0,27027000,,1,,85053,7946163
2.0,4.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b2d7cc0cde1159298854e6942f6b1a63-p_e.jpg,False,True,False,False,False,False,False,33.502407,{'is_FSBA': True},1705.0,-112.19424,sqft,8982.0,,,455000.0,,455000.0,,,False,AZ,6254 W Campbell Ave,302100.0,711974000,,,,85033,7716155
2.0,3.0,Phoenix,USA,USD,1738828800000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9acbf22b483924e7b4a15044b4995bde-p_e.jpg,False,True,False,False,False,False,False,33.64784,"{'is_FSBA': True, 'is_openHouse': True}",1551.0,-112.05568,sqft,6585.0,Sat. 8am-7pm,"{'open_house_showing': [{'open_house_end': 1739070000000, 'open_house_start': 1739030400000}, {'open_house_end': 1739156400000, 'open_house_start': 1739116800000}, {'open_house_end': 1739242800000, 'open_house_start': 1739203200000}, {'open_house_end': 1739329200000, 'open_house_start': 1739289600000}, {'open_house_end': 1739415600000, 'open_house_start': 1739376000000}, {'open_house_end': 1739502000000, 'open_house_start': 1739462400000}, {'open_house_end': 1739588400000, 'open_house_start': 1739548800000}, {'open_house_end': 1739674800000, 'open_house_start': 1739635200000}, {'open_house_end': 1739761200000, 'open_house_start': 1739721600000}, {'open_house_end': 1739847600000, 'open_house_start': 1739808000000}]}",450000.0,-7000,450000.0,"$7,000 (Feb 6)",,False,AZ,1232 E Grovers Ave,360500.0,9287176000,,,,85022,8001844
3.0,5.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c0092b2c5b3cb5cb1a4d1b49f759da98-p_e.jpg,False,True,False,False,False,False,False,33.501236,{'is_FSBA': True},1600.0,-112.13133,sqft,6508.0,,,455000.0,,455000.0,,,False,AZ,3331 W Sells Dr,252500.0,84126000,,,,85017,7768211
2.0,3.0,Phoenix,USA,USD,1738310400000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8294a70c4e90153456ec1fa218bf0fc6-p_e.jpg,False,True,False,False,False,False,False,33.728508,{'is_FSBA': True},1845.0,-112.20259,sqft,6122.0,,,459000.0,-5900,459000.0,"$5,900 (Jan 31)",2440,False,AZ,6618 W Maya Way,424000.0,7441923000,,,458700,85083,55262425
1.0,2.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c1e71f3c719c726c44459bf328326513-p_e.jpg,False,True,False,False,False,False,False,33.50233,{'is_FSBA': True},1215.0,-112.07878,sqft,6578.0,,,480000.0,,480000.0,,,False,AZ,310 W Campbell Ave,473200.0,1321580000,,,,85013,7770614
3.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/39f8fa1d9a44760c6d9cb56a61c9dec6-p_e.jpg,False,True,False,False,False,False,False,33.65122,{'is_FSBA': True},1689.0,-112.08789,sqft,4750.0,,,475000.0,,475000.0,,,False,AZ,18204 N 11th Dr,360200.0,2591245000,,,,85023,7957061
2.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/e3ee8ed3574018fd054986f24877f149-p_e.jpg,False,True,False,False,False,False,False,33.367867,{'is_FSBA': True},1596.0,-111.97475,sqft,4796.0,,,450000.0,,450000.0,,,False,AZ,4701 E Ardmore Rd,445600.0,312080000,,,,85044,8139264
3.0,3.0,Phoenix,USA,USD,1738915200000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5305c50776c8bde06fd5cacad332d113-p_e.jpg,False,True,False,False,False,False,False,33.37629,{'is_FSBA': True},2319.0,-112.11044,sqft,7200.0,,,464000.0,-1000,464000.0,"$1,000 (Feb 7)",,False,AZ,2327 W Branham Ln,401200.0,878973000,,,,85041,81977945
2.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/226f3c0d97531c9d20c94f8d0dc4ba7e-p_e.jpg,False,True,False,False,False,False,False,33.375267,{'is_FSBA': True},1760.0,-112.04926,sqft,7703.0,,,490000.0,,490000.0,,,False,AZ,1523 E Constance Way,410600.0,893688000,,,,85042,60964905
2.0,3.0,Phoenix,USA,USD,1737446400000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/396e77e6d0193719add8e65c50473714-p_e.jpg,False,True,False,False,False,False,False,33.587963,{'is_FSBA': True},2463.0,-112.13908,acres,0.25440771349862257,,,470000.0,-4999,470000.0,"$4,999 (Jan 21)",,False,AZ,11211 N 37th Dr,418000.0,3899715000,,,,85029,7743884
2.0,3.0,Phoenix,USA,USD,1738656000000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b11270ad1370359003871ff830feab07-p_e.jpg,False,True,False,False,False,False,False,33.654686,"{'is_FSBA': True, 'is_openHouse': True}",1496.0,-111.98551,sqft,4489.0,Sat. 3-5pm,"{'open_house_showing': [{'open_house_end': 1739062800000, 'open_house_start': 1739055600000}]}",478000.0,-7000,478000.0,"$7,000 (Feb 4)",,False,AZ,4407 E Villa Theresa Dr,421100.0,3232001000,,,,85032,8017198
2.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b18d59e144c37bab67c40e6ec25285b8-p_e.jpg,False,True,False,False,False,False,False,33.669926,{'is_FSBA': True},1564.0,-112.01325,sqft,6100.0,,,499900.0,,499900.0,,,False,AZ,20206 N 32nd Pl,459100.0,3384780000,,,,85050,7992004
2.0,4.0,Phoenix,USA,USD,1733126400000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b7acd5afade6b96f331d704c2beb763f-p_e.jpg,False,True,False,False,False,False,False,33.631294,{'is_FSBA': True},1708.0,-112.03828,sqft,7028.0,,,489500.0,-500,489500.0,$500 (Dec 2),,False,AZ,15849 N 20th Pl,385700.0,29127717000,,,,85022,8008245
2.0,3.0,Phoenix,USA,USD,1736841600000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2c07e4ed701745bb03e7359da353aaf3-p_e.jpg,False,True,False,False,False,False,False,33.45896,{'is_FSBA': True},1580.0,-112.0485,sqft,6290.0,,,489000.0,-10900,489000.0,"$10,900 (Jan 14)",,False,AZ,1530 E Roosevelt St,430500.0,8794296000,,1,,85006,7530690
2.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6e614a05cca7a3b7219a45f6eae9bdd6-p_e.jpg,False,True,False,False,False,False,False,33.360657,{'is_FSBA': True},1353.0,-111.98004,sqft,4609.0,,,450000.0,,450000.0,,,False,AZ,4607 E Piedmont Rd,378700.0,2448378000,,,,85044,8258994
